Data point #,Stanza.Line,Hangeul 1,IPA 1,Onset 1,Onset type 1,Pitch 1,Semitone value 1,Hangeul 2,IPA 2,Onset 2,Onset type 2,Pitch 2,Semitone value 2,Onset sequence,(Expected) tone sequence,Melodic sequence,Setting,Semitone difference
4.055,11.4,적,tɕʌk,tɕ,p,F4,53,셔,sjʌ,s,p,F4,53,pp,Level*,Level,Similar,0
4.056,12.1,놓,not,n,p,A#3,46,칠,tɕʰil,tɕʰ,A,A#4,58,pA,Up*,Up,Similar,12
4.057,12.1,칠,tɕʰil,tɕʰ,A,A#4,58,수,su,s,p,G#4,56,Ap,Down*,Down,Similar,-2
4.058,12.1,수,su,s,p,G#4,56,없,ʌp,∅,p,F4,53,pp,Level*,Down,Oblique (II),-3
4.059,12.1,없,ʌp,∅,p,F4,53,어,ʌ,∅,p,D#4,51,pp,Level*,Down,Oblique (II),-2
4.060,12.1,어,ʌ,∅,p,D#4,51,너,nʌ,n,p,C#4,49,pp,Level*,Down,Oblique (II),-2
4.061,12.1,너,nʌ,n,p,C#4,49,와,wa,∅,p,D#4,51,pp,Level*,Up,Oblique (II),2
4.062,12.1,와,wa,∅,p,D#4,51,난,nɑn,n,p,D#4,51,pp,Level*,Level,Similar,0
4.063,12.2,붕,puŋ,p,P,A#3,46,뜨,t*ɯ,t*,T,A#4,58,PT,Up?,Up,Similar,12
4.064,12.2,뜨,t*ɯ,t*,T,A#4,58,는,nɯn,n,p,G#4,56,Tp,Down?,Down,Similar,-2
4.065,12.2,는,nɯn,n,p,G#4,56,기,ki,k,P,F4,53,pP,Level*,Down,Oblique (II),-3
4.066,12.2,기,ki,k,P,F4,53,분,pun,p,P,G#4,56,PP,Level,Up,Oblique (II),3
4.067,13.5,이,i,∅,p,A#3,46,순,sun,s,p,C#4,49,pp,Level*,Up,Oblique (II),3
4.068,13.5,순,sun,s,p,C#4,49,간,kɑn,k,P,C4,48,pP,Level*,Down,Oblique (II),-1
4.069,13.5,간,kɑn,k,P,C4,48,온,on,∅,p,A#3,46,Pp,Level*,Down,Oblique (II),-2
4.070,13.5,온,on,∅,p,A#3,46,세,sɛ,s,p,A#3,46,pp,Level*,Level,Similar,0
4.071,13.5,세,sɛ,s,p,A#3,46,상,sɑŋ,s,p,C#4,49,pp,Level*,Up,Oblique (II),3
4.072,13.5,상,sɑŋ,s,p,C#4,49,이,i,∅,p,C4,48,pp,Level*,Down,Oblique (II),-1
4.073,13.5,이,i,∅,p,C4,48,춤,tɕʰum,tɕʰ,A,C#4,49,pA,Up*,Up,Similar,1
4.074,13.5,춤,tɕʰum,tɕʰ,A,C#4,49,춰,tɕʰwʌ,tɕʰ,A,C4,48,AA,Level,Down,Oblique (II),-1
4.075,16.3,저,tɕʌ,tɕ,p,A#3,46,태,tʰɛ,tʰ,A,F4,53,pA,Up*,Up,Similar,7
4.076,16.3,태,tʰɛ,tʰ,A,F4,53,양,jaŋ,∅,p,D#4,51,Ap,Down*,Down,Similar,-2
4.077,16.3,양,jaŋ,∅,p,D#4,51,아,ɑ,∅,p,C#4,49,pp,Level*,Down,Oblique (II),-2
4.078,16.3,아,ɑ,∅,p,C#4,49,래,lɛ,l,p,D#4,51,pp,Level*,Up,Oblique (II),2
4.079,16.3,래,lɛ,l,p,D#4,51,녹,nok,n,p,A#3,46,pp,Level*,Down,Oblique (II),-5
4.080,16.4,녹,nok,n,p,A#3,46,아,ɑ,∅,p,A#3,46,pp,Level*,Level,Similar,0
4.081,16.4,아,ɑ,∅,p,A#3,46,들,tɯl,t,P,C#4,49,pP,Level*,Up,Oblique (II),3
4.082,16.4,들,tɯl,t,P,C#4,49,어,ʌ,∅,p,C#4,49,Pp,Level*,Level,Similar,0
4.083,17.3,올,ol,∅,p,A#3,46,라,lɑ,l,p,F4,53,pp,Level*,Up,Oblique (II),7
4.084,17.3,라,lɑ,l,p,F4,53,타,tʰɑ,tʰ,A,D#4,51,pA,Up*,Down,Contrary,-2
4.085,17.3,타,tʰɑ,tʰ,A,D#4,51,지,tɕi,tɕ,p,C#4,49,Ap,Down*,Down,Similar,-2
4.086,17.3,지,tɕi,tɕ,p,C#4,49,금,kɯm,k,P,D#4,51,pP,Level*,Up,Oblique (II),2
4.087,17.3,금,kɯm,k,P,D#4,51,우,u,∅,p,A#3,46,Pp,Level*,Down,Oblique (II),-5
4.088,17.3,우,u,∅,p,A#3,46,리,li,l,p,A#3,46,pp,Level*,Level,Similar,0
4.089,18.1,멈,mʌm,m,p,C#4,49,추,tɕʰu,tɕʰ,A,C#4,49,pA,Up*,Level,Oblique (I),0
4.090,18.1,추,tɕʰu,tɕʰ,A,C#4,49,지,tɕi,tɕ,p,C#4,49,Ap,Down*,Level,Oblique (I),0
4.091,18.1,지,tɕi,tɕ,p,C#4,49,마,mɑ,m,p,F4,53,pp,Level*,Up,Oblique (II),4
4.092,18.1,마,mɑ,m,p,F4,53,태,tʰɛ,tʰ,A,F4,53,pA,Up*,Level,Oblique (I),0
4.093,18.2,태,tʰɛ,tʰ,A,F4,53,양,jaŋ,∅,p,F4,53,Ap,Down*,Level,Oblique (I),0
4.094,18.2,양,jaŋ,∅,p,F4,53,이,i,∅,p,D#4,51,pp,Level*,Down,Oblique (II),-2
4.095,18.2,이,i,∅,p,D#4,51,져,tɕjʌ,tɕ,p,D#4,51,pp,Level*,Level,Similar,0
4.096,18.2,져,tɕjʌ,tɕ,p,D#4,51,도,to,t,P,C#4,49,pP,Level*,Down,Oblique (II),-2
4.097,18.2,도,to,t,P,C#4,49,영,jʌŋ,∅,p,D#4,51,Pp,Level*,Up,Oblique (II),2
4.098,18.2,영,jʌŋ,∅,p,D#4,51,원,wʌn,∅,p,D#4,51,pp,Level*,Level,Similar,0
4.099,18.2,원,wʌn,∅,p,D#4,51,히,hi,h,p,D#4,51,pp,Level*,Level,Similar,0
4.100,18.2,히,hi,h,p,D#4,51,너,nʌ,n,p,C#4,49,pp,Level*,Down,Oblique (II),-2
4.101,18.3,너,nʌ,n,p,C#4,49,와,wa,∅,p,C#4,49,pp,Level*,Level,Similar,0
4.102,18.3,와,wa,∅,p,C#4,49,함,hɑm,h,p,F4,53,pp,Level*,Up,Oblique (II),4
4.103,18.3,함,hɑm,h,p,F4,53,께,k*ɛ,k*,T,F4,53,pT,Up?,Level,Oblique (I),0
4.104,18.3,께,k*ɛ,k*,T,F4,53,기,ki,k,P,G#4,56,TP,Down?,Up,Contrary,3
4.105,18.3,기,ki,k,P,G#4,56,억,ʌk,∅,p,G#4,56,Pp,Level*,Level,Similar,0
4.106,18.3,억,ʌk,∅,p,G#4,56,될,twɛl,t,P,F4,53,pP,Level*,Down,Oblique (II),-3
4.107,18.3,될,twɛl,t,P,F4,53,춤,tɕʰum,tɕʰ,A,D#4,51,PA,Up,Down,Contrary,-2
4.108,18.3,춤,tɕʰum,tɕʰ,A,D#4,51,을,ɯl,∅,p,C#4,49,Ap,Down*,Down,Similar,-2
4.109,18.3,을,ɯl,∅,p,C#4,49,출,tɕʰul,tɕʰ,A,D#4,51,pA,Up*,Up,Similar,2
4.110,18.3,출,tɕʰul,tɕʰ,A,D#4,51,거,kʌ,k,P,F4,53,AP,Down,Up,Contrary,2
4.111,18.3,거,kʌ,k,P,F4,53,야,ja,∅,p,D#4,51,Pp,Level*,Down,Oblique (II),-2
4.112,18.3,야,ja,∅,p,D#4,51,어,ʌ,∅,p,A#3,46,pp,Level*,Down,Oblique (II),-5
4.113,18.4,어,ʌ,∅,p,A#3,46,김,kim,k,P,G#3,44,pP,Level*,Down,Oblique (II),-2
4.114,18.4,김,kim,k,P,G#3,44,없,ʌp,∅,p,F3,41,Pp,Level*,Down,Oblique (II),-3
4.115,18.4,없,ʌp,∅,p,F3,41,이,i,∅,p,F#3,42,pp,Level*,Up,Oblique (II),1
4.116,18.4,이,i,∅,p,F#3,42,내,nɛ,n,p,F3,41,pp,Level*,Down,Oblique (II),-1
4.117,18.4,내,nɛ,n,p,F3,41,초,tɕʰo,tɕʰ,A,G#3,44,pA,Up*,Up,Similar,3
4.118,18.4,초,tɕʰo,tɕʰ,A,G#3,44,점,tɕʌm,tɕ,p,A#3,46,Ap,Down*,Up,Contrary,2
4.119,18.4,점,tɕʌm,tɕ,p,A#3,46,은,ɯn,∅,p,C4,48,pp,Level*,Up,Oblique (II),2
4.120,18.5,보,po,p,P,A#3,46,여,jʌ,∅,p,C4,48,Pp,Level*,Up,Oblique (II),2
4.121,18.6,우,u,∅,p,A#4,58,린,lin,l,p,G#4,56,pp,Level*,Down,Oblique (II),-2
4.122,18.6,린,lin,l,p,G#4,56,리,li,l,p,F4,53,pp,Level*,Down,Oblique (II),-3
4.123,18.6,리,li,l,p,F4,53,듬,tɯm,t,P,D#4,51,pP,Level*,Down,Oblique (II),-2
4.124,18.6,듬,tɯm,t,P,D#4,51,에,ɛ,∅,p,F4,53,Pp,Level*,Up,Oblique (II),2
4.125,18.6,에,ɛ,∅,p,F4,53,물,mul,m,p,D#4,51,pp,Level*,Down,Oblique (II),-2
4.126,18.6,물,mul,m,p,D#4,51,들,tɯl,t,P,C#4,49,pP,Level*,Down,Oblique (II),-2
4.127,18.6,들,tɯl,t,P,C#4,49,어,ʌ,∅,p,A#3,46,Pp,Level*,Down,Oblique (II),-3
4.128,21.3,손,son,s,p,A#3,46,쓸,s*ɯl,s*,t,F4,53,pt,Up?,Up,Similar,7
4.129,21.3,쓸,s*ɯl,s*,t,F4,53,틈,tʰɯm,tʰ,A,D#4,51,tA,Up???,Down,Contrary,-2
4.130,21.3,틈,tʰɯm,tʰ,A,D#4,51,없,ʌp,∅,p,C#4,49,Ap,Down*,Down,Similar,-2
4.131,21.3,없,ʌp,∅,p,C#4,49,이,i,∅,p,D#4,51,pp,Level*,Up,Oblique (II),2
4.132,21.3,이,i,∅,p,D#4,51,빠,p*ɑ,p*,T,A#3,46,pT,Up?,Down,Contrary,-5
4.133,21.4,빠,p*ɑ,p*,T,A#3,46,져,tɕjʌ,tɕ,p,A#3,46,Tp,Down?,Level,Oblique (I),0
4.134,21.4,져,tɕjʌ,tɕ,p,A#3,46,들,tɯl,t,P,C#4,49,pP,Level*,Up,Oblique (II),3
4.135,21.4,들,tɯl,t,P,C#4,49,어,ʌ,∅,p,C#4,49,Pp,Level*,Level,Similar,0
4.136,22.3,하,hɑ,h,p,A#3,46,나,nɑ,n,p,F4,53,pp,Level*,Up,Oblique (II),7
4.137,22.3,나,nɑ,n,p,F4,53,가,kɑ,k,P,D#4,51,pP,Level*,Down,Oblique (II),-2
4.138,22.3,가,kɑ,k,P,D#4,51,되,twɛ,t,P,C#4,49,PP,Level,Down,Oblique (II),-2
4.139,22.3,되,twɛ,t,P,C#4,49,는,nɯn,n,p,D#4,51,Pp,Level*,Up,Oblique (II),2
4.140,22.3,는,nɯn,n,p,D#4,51,우,u,∅,p,A#3,46,pp,Level*,Down,Oblique (II),-5
4.141,22.3,우,u,∅,p,A#3,46,리,li,l,p,A#3,46,pp,Level*,Level,Similar,0
4.142,22.3,리,li,l,p,A#3,46,지,tɕi,tɕ,p,C#4,49,pp,Level*,Up,Oblique (II),3
4.143,22.3,지,tɕi,tɕ,p,C#4,49,금,kɯm,k,P,C#4,49,pP,Level*,Level,Similar,0
5.001,3.1,긴,kin,k,P,E5,64,꿈,k*um,k*,T,B5,71,PT,Up?,Up,Similar,7
5.002,3.1,꿈,k*um,k*,T,B5,71,을,ɯl,∅,p,B5,71,Tp,Down?,Level,Oblique (I),0
5.003,3.1,을,ɯl,∅,p,B5,71,꾸,k*u,k*,T,B5,71,pT,Up?,Level,Oblique (I),0
5.004,3.1,꾸,k*u,k*,T,B5,71,게,kɛ,k,P,B5,71,TP,Down?,Level,Oblique (I),0
5.005,3.1,게,kɛ,k,P,B5,71,해,hɛ,h,p,E5,64,Pp,Level*,Down,Oblique (II),-7
5.006,3.1,해,hɛ,h,p,E5,64,이,i,∅,p,E5,64,pp,Level*,Level,Similar,0
5.007,3.2,이,i,∅,p,E5,64,방,pɑŋ,p,P,B5,71,pP,Level*,Up,Oblique (II),7
5.008,3.2,방,pɑŋ,p,P,B5,71,은,ɯn,∅,p,B5,71,Pp,Level*,Level,Similar,0
5.009,3.2,은,ɯn,∅,p,B5,71,작,tɕɑk,tɕ,p,B5,71,pp,Level*,Level,Similar,0
5.010,3.2,작,tɕɑk,tɕ,p,B5,71,은,ɯn,∅,p,B5,71,pp,Level*,Level,Similar,0
5.011,3.3,춤,tɕʰum,tɕʰ,A,B5,71,을,ɯl,∅,p,B5,71,Ap,Down*,Level,Oblique (I),0
5.012,3.3,을,ɯl,∅,p,B5,71,추,tɕʰu,tɕʰ,A,B5,71,pA,Up*,Level,Oblique (I),0
5.013,3.3,추,tɕʰu,tɕʰ,A,B5,71,곤,kon,k,P,B5,71,AP,Down,Level,Oblique (I),0
5.014,3.3,곤,kon,k,P,B5,71,해,hɛ,h,p,E5,64,Pp,Level*,Down,Oblique (II),-7
5.015,3.3,해,hɛ,h,p,E5,64,실,sil,s,p,E5,64,pp,Level*,Level,Similar,0
5.016,3.3,실,sil,s,p,E5,64,컷,kʰʌt,kʰ,A,E5,64,pA,Up*,Level,Oblique (I),0
5.017,3.3,컷,kʰʌt,kʰ,A,E5,64,어,ʌ,∅,p,B5,71,Ap,Down*,Up,Contrary,7
5.018,3.3,어,ʌ,∅,p,B5,71,지,tɕi,tɕ,p,B5,71,pp,Level*,Level,Similar,0
5.019,3.3,지,tɕi,tɕ,p,B5,71,러,lʌ,l,p,B5,71,pp,Level*,Level,Similar,0
5.020,3.3,러,lʌ,l,p,B5,71,울,ul,∅,p,B5,71,pp,Level*,Level,Similar,0
5.021,3.3,울,ul,∅,p,B5,71,만,mɑn,m,p,D6,74,pp,Level*,Up,Oblique (II),3
5.022,3.3,만,mɑn,m,p,D6,74,큼,kʰɯm,kʰ,A,A5,69,pA,Up*,Down,Contrary,-5
5.023,3.5,한,hɑn,h,p,E4,52,칸,kʰɑn,kʰ,A,E4,52,pA,Up*,Level,Oblique (I),0
5.024,3.5,칸,kʰɑn,kʰ,A,E4,52,더,tʌ,t,P,A4,57,AP,Down,Up,Contrary,5
5.025,3.5,더,tʌ,t,P,A4,57,채,tɕʰɛ,tɕʰ,A,G#4,56,PA,Up,Down,Contrary,-1
5.026,3.5,채,tɕʰɛ,tɕʰ,A,G#4,56,우,u,∅,p,G#4,56,Ap,Down*,Level,Oblique (I),0
5.027,3.5,우,u,∅,p,G#4,56,고,ko,k,P,G#4,56,pP,Level*,Level,Similar,0
5.028,3.5,고,ko,k,P,G#4,56,있,it,∅,p,G#4,56,Pp,Level*,Level,Similar,0
5.029,3.5,있,it,∅,p,G#4,56,어,ʌ,∅,p,E4,52,pp,Level*,Down,Oblique (II),-4
5.030,3.5,어,ʌ,∅,p,E4,52,잘,tɕɑl,tɕ,p,E4,52,pp,Level*,Level,Similar,0
5.031,3.6,잘,tɕɑl,tɕ,p,E4,52,봐,pwa,p,P,D4,50,pP,Level*,Down,Oblique (II),-2
5.032,4.1,투,tʰu,tʰ,A,G#5,68,명,mjʌŋ,m,p,G#5->F#5,68,Ap,Down*,Level,Oblique (I),0
5.033,4.1,명,mjʌŋ,m,p,F#5,66,한,hɑn,h,p,F#5,66,pp,Level*,Level,Similar,0
5.034,4.1,한,hɑn,h,p,F#5,66,너,nʌ,n,p,F#5,66,pp,Level*,Level,Similar,0
5.035,4.1,너,nʌ,n,p,F#5,66,와,wa,∅,p,E5,64,pp,Level*,Down,Oblique (II),-2
5.036,4.1,와,wa,∅,p,E5,64,나,nɑ,n,p,E5,64,pp,Level*,Level,Similar,0
5.037,4.1,나,nɑ,n,p,E5,64,의,ɰi,∅,p,E5,64,pp,Level*,Level,Similar,0
5.038,4.1,의,ɰi,∅,p,E5,64,사,sɑ,s,p,E5,64,pp,Level*,Level,Similar,0
5.039,4.1,사,sɑ,s,p,E5,64,이,i,∅,p,E5,64,pp,Level*,Level,Similar,0
5.040,4.1,이,i,∅,p,E5,64,가,kɑ,k,P,G5,67,pP,Level*,Up,Oblique (II),3
5.041,4.2,가,kɑ,k,P,G5,67,만,mɑn,m,p,G5->F#5,67,Pp,Level*,Level,Similar,0
5.042,4.2,만,mɑn,m,p,F#5,66,히,hi,h,p,F#5,66,pp,Level*,Level,Similar,0
5.043,4.2,히,hi,h,p,F#5,66,들,tɯl,t,P,F#5,66,pP,Level*,Level,Similar,0
5.044,4.2,들,tɯl,t,P,F#5,66,여,jʌ,∅,p,E5,64,Pp,Level*,Down,Oblique (II),-2
5.045,4.2,여,jʌ,∅,p,E5,64,다,tɑ,t,P,E5,64,pP,Level*,Level,Similar,0
5.046,4.2,다,tɑ,t,P,E5,64,보,po,p,P,B5,71,PP,Level,Up,Oblique (II),7
5.047,4.2,보,po,p,P,B5,71,다,tɑ,t,P,G#5,68,PP,Level,Down,Oblique (II),-3
5.048,4.2,다,tɑ,t,P,G#5,68,일,il,∅,p,G#5,68,Pp,Level*,Level,Similar,0
5.049,4.3,일,il,∅,p,G#5,68,렁,lʌŋ,l,p,G#5->F#5,68,pp,Level*,Level,Similar,0
5.050,4.3,렁,lʌŋ,l,p,F#5,66,인,in,∅,p,F#5,66,pp,Level*,Level,Similar,0
5.051,4.3,인,in,∅,p,F#5,66,물,mul,m,p,F#5,66,pp,Level*,Level,Similar,0
5.052,4.3,물,mul,m,p,F#5,66,결,kjʌl,k,P,E5,64,pP,Level*,Down,Oblique (II),-2
5.053,4.3,결,kjʌl,k,P,E5,64,속,sok,s,p,E5,64,Pp,Level*,Level,Similar,0
5.054,4.3,속,sok,s,p,E5,64,으,ɯ,∅,p,E5->D5,64,pp,Level*,Level,Similar,0
5.055,4.3,으,ɯ,∅,p,D5,62,로,lo,l,p,E5,64,pp,Level*,Up,Oblique (II),2
5.056,4.3,로,lo,l,p,E5,64,더,tʌ,t,P,E5,64,pP,Level*,Level,Similar,0
5.057,4.4,더,tʌ,t,P,E5,64,빠,p*ɑ,p*,T,E5,64,PT,Up?,Level,Oblique (I),0
5.058,4.4,빠,p*ɑ,p*,T,E5,64,져,tɕjʌ,tɕ,p,E5,64,Tp,Down?,Level,Oblique (I),0
5.059,4.4,져,tɕjʌ,tɕ,p,E5,64,드,tɯ,t,P,F#5,66,pP,Level*,Up,Oblique (II),2
5.060,4.4,드,tɯ,t,P,F#5,66,는,nɯn,n,p,E5,64,Pp,Level*,Down,Oblique (II),-2
5.061,4.4,는,nɯn,n,p,E5,64,걸,kʌl,k,P,G5->F#5,67,pP,Level*,Up,Oblique (II),3
5.062,6.1,긴,kin,k,P,E5,64,꿈,k*um,k*,T,B5,71,PT,Up?,Up,Similar,7
5.063,6.1,꿈,k*um,k*,T,B5,71,을,ɯl,∅,p,B5,71,Tp,Down?,Level,Oblique (I),0
5.064,6.1,을,ɯl,∅,p,B5,71,꾸,k*u,k*,T,B5,71,pT,Up?,Level,Oblique (I),0
5.065,6.1,꾸,k*u,k*,T,B5,71,게,kɛ,k,P,B5,71,TP,Down?,Level,Oblique (I),0
5.066,6.1,게,kɛ,k,P,B5,71,해,hɛ,h,p,E5,64,Pp,Level*,Down,Oblique (II),-7
5.067,6.1,해,hɛ,h,p,E5,64,이,i,∅,p,E5,64,pp,Level*,Level,Similar,0
5.068,6.2,이,i,∅,p,E5,64,방,pɑŋ,p,P,B5,71,pP,Level*,Up,Oblique (II),7
5.069,6.2,방,pɑŋ,p,P,B5,71,은,ɯn,∅,p,B5,71,Pp,Level*,Level,Similar,0
5.070,6.2,은,ɯn,∅,p,B5,71,작,tɕɑk,tɕ,p,B5,71,pp,Level*,Level,Similar,0
5.071,6.2,작,tɕɑk,tɕ,p,B5,71,은,ɯn,∅,p,B5,71,pp,Level*,Level,Similar,0
5.072,6.3,춤,tɕʰum,tɕʰ,A,B5,71,을,ɯl,∅,p,B5,71,Ap,Down*,Level,Oblique (I),0
5.073,6.3,을,ɯl,∅,p,B5,71,추,tɕʰu,tɕʰ,A,B5,71,pA,Up*,Level,Oblique (I),0
5.074,6.3,추,tɕʰu,tɕʰ,A,B5,71,곤,kon,k,P,B5,71,AP,Down,Level,Oblique (I),0
5.075,6.3,곤,kon,k,P,B5,71,해,hɛ,h,p,E5,64,Pp,Level*,Down,Oblique (II),-7
5.076,6.3,해,hɛ,h,p,E5,64,실,sil,s,p,E5,64,pp,Level*,Level,Similar,0
5.077,6.3,실,sil,s,p,E5,64,컷,kʰʌt,kʰ,A,E5,64,pA,Up*,Level,Oblique (I),0
5.078,6.3,컷,kʰʌt,kʰ,A,E5,64,어,ʌ,∅,p,B5,71,Ap,Down*,Up,Contrary,7
5.079,6.3,어,ʌ,∅,p,B5,71,지,tɕi,tɕ,p,B5,71,pp,Level*,Level,Similar,0
5.080,6.3,지,tɕi,tɕ,p,B5,71,러,lʌ,l,p,B5,71,pp,Level*,Level,Similar,0
5.081,6.3,러,lʌ,l,p,B5,71,울,ul,∅,p,B5,71,pp,Level*,Level,Similar,0
5.082,6.3,울,ul,∅,p,B5,71,만,mɑn,m,p,D6,74,pp,Level*,Up,Oblique (II),3
5.083,6.3,만,mɑn,m,p,D6,74,큼,kʰɯm,kʰ,A,A5,69,pA,Up*,Down,Contrary,-5
5.084,6.5,한,hɑn,h,p,E4,52,칸,kʰɑn,kʰ,A,E4,52,pA,Up*,Level,Oblique (I),0
5.085,6.5,칸,kʰɑn,kʰ,A,E4,52,더,tʌ,t,P,A4,57,AP,Down,Up,Contrary,5
5.086,6.5,더,tʌ,t,P,A4,57,채,tɕʰɛ,tɕʰ,A,G#4,56,PA,Up,Down,Contrary,-1
5.087,6.5,채,tɕʰɛ,tɕʰ,A,G#4,56,우,u,∅,p,G#4,56,Ap,Down*,Level,Oblique (I),0
5.088,6.5,우,u,∅,p,G#4,56,고,ko,k,P,G#4,56,pP,Level*,Level,Similar,0
5.089,6.5,고,ko,k,P,G#4,56,있,it,∅,p,G#4,56,Pp,Level*,Level,Similar,0
5.090,6.5,있,it,∅,p,G#4,56,어,ʌ,∅,p,E4,52,pp,Level*,Down,Oblique (II),-4
5.091,6.5,어,ʌ,∅,p,E4,52,잘,tɕɑl,tɕ,p,E4,52,pp,Level*,Level,Similar,0
5.092,6.6,잘,tɕɑl,tɕ,p,E4,52,봐,pwa,p,P,D4,50,pP,Level*,Down,Oblique (II),-2
5.093,7.1,내,nɛ,n,p,A5,69,앞,ɑp,∅,p,A5,69,pp,Level*,Level,Similar,0
5.094,7.1,앞,ɑp,∅,p,A5,69,에,ɛ,∅,p,A5,69,pp,Level*,Level,Similar,0
5.095,7.1,에,ɛ,∅,p,A5,69,있,it,∅,p,A5,69,pp,Level*,Level,Similar,0
5.096,7.1,있,it,∅,p,A5,69,는,nɯn,n,p,A5,69,pp,Level*,Level,Similar,0
5.097,7.1,는,nɯn,n,p,A5,69,너,nʌ,n,p,B5,71,pp,Level*,Up,Oblique (II),2
5.098,7.1,너,nʌ,n,p,B5,71,를,lɯl,l,p,E5,64,pp,Level*,Down,Oblique (II),-7
5.099,7.1,를,lɯl,l,p,E5,64,그,kɯ,k,P,A5,69,pP,Level*,Up,Oblique (II),5
5.100,7.2,그,kɯ,k,P,A5,69,눈,nun,n,p,A5,69,Pp,Level*,Level,Similar,0
5.101,7.2,눈,nun,n,p,A5,69,에,ɛ,∅,p,A5,69,pp,Level*,Level,Similar,0
5.102,7.2,에,ɛ,∅,p,A5,69,비,pi,p,P,A5,69,pP,Level*,Level,Similar,0
5.103,7.2,비,pi,p,P,A5,69,친,tɕʰin,tɕʰ,A,A5,69,PA,Up,Level,Oblique (I),0
5.104,7.2,친,tɕʰin,tɕʰ,A,A5,69,나,nɑ,n,p,B5,71,Ap,Down*,Up,Contrary,2
5.105,7.2,나,nɑ,n,p,B5,71,를,lɯl,l,p,E5,64,pp,Level*,Down,Oblique (II),-7
5.106,7.4,내,nɛ,n,p,A5,69,앞,ɑp,∅,p,A5,69,pp,Level*,Level,Similar,0
5.107,7.4,앞,ɑp,∅,p,A5,69,에,ɛ,∅,p,A5,69,pp,Level*,Level,Similar,0
5.108,7.4,에,ɛ,∅,p,A5,69,있,it,∅,p,A5,69,pp,Level*,Level,Similar,0
5.109,7.4,있,it,∅,p,A5,69,는,nɯn,n,p,A5,69,pp,Level*,Level,Similar,0
5.110,7.4,는,nɯn,n,p,A5,69,너,nʌ,n,p,B5,71,pp,Level*,Up,Oblique (II),2
5.111,7.4,너,nʌ,n,p,B5,71,를,lɯl,l,p,E5,64,pp,Level*,Down,Oblique (II),-7
5.112,7.4,를,lɯl,l,p,E5,64,그,kɯ,k,P,A5,69,pP,Level*,Up,Oblique (II),5
5.113,7.5,그,kɯ,k,P,A5,69,눈,nun,n,p,A5,69,Pp,Level*,Level,Similar,0
5.114,7.5,눈,nun,n,p,A5,69,에,ɛ,∅,p,A5,69,pp,Level*,Level,Similar,0
5.115,7.5,에,ɛ,∅,p,A5,69,비,pi,p,P,A5,69,pP,Level*,Level,Similar,0
5.116,7.5,비,pi,p,P,A5,69,친,tɕʰin,tɕʰ,A,A5,69,PA,Up,Level,Oblique (I),0
5.117,7.5,친,tɕʰin,tɕʰ,A,A5,69,나,nɑ,n,p,B5,71,Ap,Down*,Up,Contrary,2
5.118,7.5,나,nɑ,n,p,B5,71,를,lɯl,l,p,E5,64,pp,Level*,Down,Oblique (II),-7
5.119,7.6,가,kɑ,k,P,D4,50,만,mɑn,m,p,D4,50,Pp,Level*,Level,Similar,0
5.120,7.6,만,mɑn,m,p,D4,50,히,hi,h,p,E4,52,pp,Level*,Up,Oblique (II),2
5.121,7.6,히,hi,h,p,E4,52,바,pɑ,p,P,F#4,54,pP,Level*,Up,Oblique (II),2
5.122,7.6,바,pɑ,p,P,F#4,54,라,lɑ,l,p,D4,50,Pp,Level*,Down,Oblique (II),-4
5.123,7.6,라,lɑ,l,p,D4,50,봐,pwa,p,P,E4,52,pP,Level*,Up,Oblique (II),2
5.124,9.1,긴,kin,k,P,E5,64,꿈,k*um,k*,T,B5,71,PT,Up?,Up,Similar,7
5.125,9.1,꿈,k*um,k*,T,B5,71,을,ɯl,∅,p,B5,71,Tp,Down?,Level,Oblique (I),0
5.126,9.1,을,ɯl,∅,p,B5,71,꾸,k*u,k*,T,B5,71,pT,Up?,Level,Oblique (I),0
5.127,9.1,꾸,k*u,k*,T,B5,71,게,kɛ,k,P,B5,71,TP,Down?,Level,Oblique (I),0
5.128,9.1,게,kɛ,k,P,B5,71,해,hɛ,h,p,E5,64,Pp,Level*,Down,Oblique (II),-7
5.129,9.1,해,hɛ,h,p,E5,64,이,i,∅,p,E5,64,pp,Level*,Level,Similar,0
5.130,9.2,이,i,∅,p,E5,64,방,pɑŋ,p,P,B5,71,pP,Level*,Up,Oblique (II),7
5.131,9.2,방,pɑŋ,p,P,B5,71,은,ɯn,∅,p,B5,71,Pp,Level*,Level,Similar,0
5.132,9.2,은,ɯn,∅,p,B5,71,작,tɕɑk,tɕ,p,B5,71,pp,Level*,Level,Similar,0
5.133,9.2,작,tɕɑk,tɕ,p,B5,71,은,ɯn,∅,p,B5,71,pp,Level*,Level,Similar,0
5.134,9.3,춤,tɕʰum,tɕʰ,A,B5,71,을,ɯl,∅,p,B5,71,Ap,Down*,Level,Oblique (I),0
5.135,9.3,을,ɯl,∅,p,B5,71,추,tɕʰu,tɕʰ,A,B5,71,pA,Up*,Level,Oblique (I),0
5.136,9.3,추,tɕʰu,tɕʰ,A,B5,71,곤,kon,k,P,B5,71,AP,Down,Level,Oblique (I),0
5.137,9.3,곤,kon,k,P,B5,71,해,hɛ,h,p,E5,64,Pp,Level*,Down,Oblique (II),-7
5.138,9.3,해,hɛ,h,p,E5,64,실,sil,s,p,E5,64,pp,Level*,Level,Similar,0
